Timestamp,Symbol,Type,Strategy,Strike,Premium,PriceSource,Spot,Volume,OI,OI_Change,IV_Percentile,Market_Regime,RSI,Tier,Moneyness,Expiry,DaysToExpiry,LotSize,TotalCost,Breakeven,DistanceFromSpot
2025-11-29 18:55:15,NIFTY,INDEX,Long Put,23500,8.05,ask,26204.55,7408,8595,-618,50,LOW_VOL,0,INDEX,OTM,30-Dec-2025,30,25,201.25,23491.95,-10.3% OTM
2025-11-29 18:55:15,NIFTY,INDEX,Long Put,22900,6.4,ask,26204.55,6356,2338,773,50,LOW_VOL,0,INDEX,OTM,30-Dec-2025,30,25,160.0,22893.6,-12.6% OTM
2025-11-29 18:55:15,NIFTY,INDEX,Long Put,23100,7.9,ask,26204.55,5499,1409,164,50,LOW_VOL,0,INDEX,OTM,30-Dec-2025,30,25,197.5,23092.1,-11.8% OTM
2025-11-29 18:55:15,NIFTY,INDEX,Long Call,27500,235.25,ask,26204.55,1597,781,-399,50,LOW_VOL,0,INDEX,OTM,24-Feb-2026,86,25,5881.25,27735.25,+4.9% OTM
2025-11-29 18:55:18,M&M,STOCK,Long Call,4300,3.4,ask,3757.3,1558,759,408,50,LOW_VOL,60.0,TIER_1,OTM,30-Dec-2025,30,350,1190.0,4303.4,+14.4% OTM
2025-11-29 18:55:58,ADANIENT,STOCK,Long Put,2229.8,45.6,ask,2280.2,1342,690,44,50,LOW_VOL,47.9,TIER_2,OTM,30-Dec-2025,30,250,11400.0,2184.2,-2.2% OTM
2025-11-29 18:55:15,NIFTY,INDEX,Long Put,24500,66.25,ask,26204.55,1288,1061,388,50,LOW_VOL,0,INDEX,OTM,24-Feb-2026,86,25,1656.25,24433.75,-6.5% OTM
2025-11-29 18:55:15,NIFTY,INDEX,Long Put,25500,178.25,ask,26204.55,1065,1517,532,50,LOW_VOL,0,INDEX,OTM,24-Feb-2026,86,25,4456.25,25321.75,-2.7% OTM
2025-11-29 18:55:58,ADANIENT,STOCK,Long Put,2307.35,81.2,ask,2280.2,1009,217,134,50,LOW_VOL,47.9,TIER_2,ATM,30-Dec-2025,30,250,20300.0,2226.15,+1.2% ITM
2025-11-29 18:55:15,BANKNIFTY,INDEX,Long Put,57000,394.7,ask,59722.8,996,5703,252,50,LOW_VOL,0,INDEX,OTM,31-Mar-2026,121,15,5920.5,56605.3,-4.6% OTM
2025-11-29 18:55:15,BANKNIFTY,INDEX,Long Put,49000,7.85,ask,59722.8,580,388,-40,50,LOW_VOL,0,INDEX,OTM,30-Dec-2025,30,15,117.75,48992.15,-18.0% OTM
2025-11-29 18:55:42,TITAN,STOCK,Long Call,4280,3.7,ask,3907.7,553,1551,-17,50,LOW_VOL,67.0,TIER_1,OTM,30-Dec-2025,30,375,1387.5,4283.7,+9.5% OTM
2025-11-29 18:55:15,NIFTY,INDEX,Long Put,23600,9.4,ask,26204.55,546,528,-10,50,LOW_VOL,0,INDEX,OTM,30-Dec-2025,30,25,235.0,23590.6,-9.9% OTM
2025-11-29 18:55:15,NIFTY,INDEX,Long Put,25300,140.55,ask,26204.55,518,687,449,50,LOW_VOL,0,INDEX,OTM,24-Feb-2026,86,25,3513.75,25159.45,-3.5% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1430,1.3,ask,1567.5,412,990,-136,50,LOW_VOL,82.3,TIER_1,OTM,30-Dec-2025,30,250,325.0,1428.7,-8.8% OTM
2025-11-29 18:55:58,ADANIENT,STOCK,Long Put,2210.45,38.9,ask,2280.2,399,179,-32,50,LOW_VOL,47.9,TIER_2,OTM,30-Dec-2025,30,250,9725.0,2171.55,-3.1% OTM
2025-11-29 18:55:35,ADANIPORTS,STOCK,Long Call,1660,4.65,ask,1516.9,284,256,28,50,LOW_VOL,71.0,TIER_2,OTM,30-Dec-2025,30,1250,5812.5,1664.65,+9.4% OTM
2025-11-29 18:56:02,HDFCAMC,STOCK,Long Put,2650,43.45,ask,2673.0,251,332,-46,50,LOW_VOL,22.5,TIER_3,ATM,30-Dec-2025,30,200,8690.0,2606.55,-0.9% OTM
2025-11-29 18:55:56,INFY,STOCK,Long Put,1380,1.2,ask,1560.1,243,1306,-10,50,LOW_VOL,59.6,TIER_1,OTM,30-Dec-2025,30,400,480.0,1378.8,-11.5% OTM
2025-11-29 18:56:06,HCLTECH,STOCK,Long Call,1780,3.0,ask,1624.2,235,241,-41,50,LOW_VOL,66.7,TIER_1,OTM,30-Dec-2025,30,350,1050.0,1783.0,+9.6% OTM
2025-11-29 18:55:43,MUTHOOTFIN,STOCK,Long Call,4150,10.75,ask,3744.2,202,1465,21,50,LOW_VOL,73.6,TIER_3,OTM,30-Dec-2025,30,375,4031.25,4160.75,+10.8% OTM
2025-11-29 18:56:25,COALINDIA,STOCK,Long Put,377.25,7.05,ask,376.15,200,49,3,50,LOW_VOL,43.8,TIER_3,ATM,30-Dec-2025,30,1900,13395.0,370.2,+0.3% ITM
2025-11-29 18:55:58,ADANIENT,STOCK,Long Put,2191.05,33.05,ask,2280.2,198,288,38,50,LOW_VOL,47.9,TIER_2,OTM,30-Dec-2025,30,250,8262.5,2158.0,-3.9% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1300,0.5,ask,1567.5,192,383,-22,50,LOW_VOL,82.3,TIER_1,OTM,30-Dec-2025,30,250,125.0,1299.5,-17.1% OTM
2025-11-29 18:55:46,ONGC,STOCK,Long Put,246.5,6.75,ask,243.25,190,246,-11,50,LOW_VOL,45.9,TIER_3,ATM,30-Dec-2025,30,3850,25987.5,239.75,+1.3% ITM
2025-11-29 18:55:36,BPCL,STOCK,Long Call,362.5,9.4,ask,359.1,187,167,36,50,LOW_VOL,44.6,TIER_3,ATM,30-Dec-2025,30,1800,16920.0,371.9,+0.9% OTM
2025-11-29 18:55:19,BHARTIARTL,STOCK,Long Put,1900,1.4,ask,2101.6,184,775,57,50,LOW_VOL,68.1,TIER_1,OTM,30-Dec-2025,30,475,665.0,1898.6,-9.6% OTM
2025-11-29 18:56:02,HDFCAMC,STOCK,Long Call,2675,67.3,ask,2673.0,178,96,-6,50,LOW_VOL,22.5,TIER_3,ATM,30-Dec-2025,30,200,13460.0,2742.3,+0.1% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1410,0.95,ask,1567.5,171,991,-40,50,LOW_VOL,82.3,TIER_1,OTM,30-Dec-2025,30,250,237.5,1409.05,-10.0% OTM
2025-11-29 18:55:36,BPCL,STOCK,Long Call,367.5,8.2,ask,359.1,170,124,-9,50,LOW_VOL,44.6,TIER_3,OTM,30-Dec-2025,30,1800,14760.0,375.7,+2.3% OTM
2025-11-29 18:55:45,HAL,STOCK,Long Call,5000,52.95,ask,4542.4,158,391,50,50,LOW_VOL,35.0,TIER_2,OTM,27-Jan-2026,58,150,7942.5,5052.95,+10.1% OTM
2025-11-29 18:55:33,INDUSINDBK,STOCK,Long Call,950,3.2,ask,858.55,141,464,15,50,LOW_VOL,68.3,TIER_2,OTM,30-Dec-2025,30,500,1600.0,953.2,+10.7% OTM
2025-11-29 18:55:58,ADANIENT,STOCK,Long Put,2346.15,104.25,ask,2280.2,140,296,-2,50,LOW_VOL,47.9,TIER_2,ITM,30-Dec-2025,30,250,26062.5,2241.9,+2.9% ITM
2025-11-29 18:55:36,BPCL,STOCK,Long Put,362.5,10.05,ask,359.1,134,108,8,50,LOW_VOL,44.6,TIER_3,ATM,30-Dec-2025,30,1800,18090.0,352.45,+0.9% ITM
2025-11-29 18:56:22,CHOLAFIN,STOCK,Long Call,1900,5.95,ask,1736.0,129,231,-15,50,LOW_VOL,46.2,TIER_2,OTM,30-Dec-2025,30,625,3718.75,1905.95,+9.4% OTM
2025-11-29 18:56:25,COALINDIA,STOCK,Long Call,377.25,6.8,ask,376.15,126,83,37,50,LOW_VOL,43.8,TIER_3,ATM,30-Dec-2025,30,1900,12920.0,384.05,+0.3% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1390,0.75,ask,1567.5,124,138,-43,50,LOW_VOL,82.3,TIER_1,OTM,30-Dec-2025,30,250,187.5,1389.25,-11.3% OTM
2025-11-29 18:56:02,HDFCAMC,STOCK,Long Put,2675,54.5,ask,2673.0,118,142,-12,50,LOW_VOL,22.5,TIER_3,ATM,30-Dec-2025,30,200,10900.0,2620.5,+0.1% ITM
2025-11-29 18:55:30,BEL,STOCK,Long Put,365,0.45,ask,411.75,104,121,7,50,LOW_VOL,46.2,TIER_2,OTM,30-Dec-2025,30,3900,1755.0,364.55,-11.4% OTM
2025-11-29 18:55:55,LT,STOCK,Long Put,3700,2.55,ask,4069.6,103,960,35,50,LOW_VOL,74.1,TIER_1,OTM,30-Dec-2025,30,150,382.5,3697.45,-9.1% OTM
2025-11-29 18:55:42,TITAN,STOCK,Long Put,3500,2.3,ask,3907.7,97,578,35,50,LOW_VOL,67.0,TIER_1,OTM,30-Dec-2025,30,375,862.5,3497.7,-10.4% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Call,1600,51.8,ask,1567.5,94,75,16,50,LOW_VOL,82.3,TIER_1,OTM,24-Feb-2026,86,250,12950.0,1651.8,+2.1% OTM
2025-11-29 18:55:36,BPCL,STOCK,Long Put,357.5,7.75,ask,359.1,84,68,1,50,LOW_VOL,44.6,TIER_3,ATM,30-Dec-2025,30,1800,13950.0,349.75,-0.4% OTM
2025-11-29 18:55:45,HAL,STOCK,Long Call,5050,15.15,ask,4542.4,84,155,-4,50,LOW_VOL,35.0,TIER_2,OTM,30-Dec-2025,30,150,2272.5,5065.15,+11.2% OTM
2025-11-29 18:56:14,TCS,STOCK,Long Put,3100,61.25,ask,3137.5,82,124,47,50,LOW_VOL,67.4,TIER_1,ATM,27-Jan-2026,58,175,10718.75,3038.75,-1.2% OTM
2025-11-29 18:56:02,HDFCAMC,STOCK,Long Call,2650,80.0,ask,2673.0,78,142,5,50,LOW_VOL,22.5,TIER_3,ATM,30-Dec-2025,30,200,16000.0,2730.0,-0.9% ITM
2025-11-29 18:55:46,ONGC,STOCK,Long Put,241.5,3.65,ask,243.25,77,58,12,50,LOW_VOL,45.9,TIER_3,ATM,30-Dec-2025,30,3850,14052.5,237.85,-0.7% OTM
2025-11-29 18:56:02,HDFCAMC,STOCK,Long Put,2625,34.4,ask,2673.0,76,140,14,50,LOW_VOL,22.5,TIER_3,ATM,30-Dec-2025,30,200,6880.0,2590.6,-1.8% OTM
2025-11-29 18:56:20,PNB,STOCK,Long Call,142,0.21,ask,124.5,73,173,10,50,LOW_VOL,57.5,TIER_2,OTM,30-Dec-2025,30,4000,840.0,142.21,+14.1% OTM
2025-11-29 18:55:35,ADANIPORTS,STOCK,Long Put,1340,1.2,ask,1516.9,72,418,29,50,LOW_VOL,71.0,TIER_2,OTM,30-Dec-2025,30,1250,1500.0,1338.8,-11.7% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1370,0.7,ask,1567.5,64,139,5,50,LOW_VOL,82.3,TIER_1,OTM,30-Dec-2025,30,250,175.0,1369.3,-12.6% OTM
2025-11-29 18:56:02,HDFCAMC,STOCK,Long Call,2725,43.35,ask,2673.0,64,95,7,50,LOW_VOL,22.5,TIER_3,ATM,30-Dec-2025,30,200,8670.0,2768.35,+1.9% OTM
2025-11-29 18:55:36,BPCL,STOCK,Long Call,357.5,13.1,ask,359.1,58,31,10,50,LOW_VOL,44.6,TIER_3,ATM,30-Dec-2025,30,1800,23580.0,370.6,-0.4% ITM
2025-11-29 18:55:42,TITAN,STOCK,Long Call,4400,1.9,ask,3907.7,56,225,1,50,LOW_VOL,67.0,TIER_1,OTM,30-Dec-2025,30,375,712.5,4401.9,+12.6% OTM
2025-11-29 18:55:59,TRENT,STOCK,Long Put,3700,6.5,ask,4250.4,56,489,4,50,LOW_VOL,46.9,TIER_3,OTM,30-Dec-2025,30,300,1950.0,3693.5,-12.9% OTM
2025-11-29 18:56:14,TCS,STOCK,Long Call,3300,45.85,ask,3137.5,56,80,27,50,LOW_VOL,67.4,TIER_1,OTM,27-Jan-2026,58,175,8023.75,3345.85,+5.2% OTM
2025-11-29 18:55:56,INFY,STOCK,Long Put,1400,12.95,ask,1560.1,54,54,54,50,LOW_VOL,59.6,TIER_1,OTM,24-Feb-2026,86,400,5180.0,1387.05,-10.3% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1550,26.55,ask,1567.5,51,46,13,50,LOW_VOL,82.3,TIER_1,ATM,27-Jan-2026,58,250,6637.5,1523.45,-1.1% OTM
2025-11-29 18:55:18,MPHASIS,STOCK,Long Call,3300,2.3,ask,2811.4,50,286,-18,50,LOW_VOL,54.5,TIER_2,OTM,30-Dec-2025,30,275,632.5,3302.3,+17.4% OTM
2025-11-29 18:55:19,BHARTIARTL,STOCK,Long Call,2440,0.45,ask,2101.6,50,186,0,50,LOW_VOL,68.1,TIER_1,OTM,30-Dec-2025,30,475,213.75,2440.45,+16.1% OTM
2025-11-29 18:55:33,INDUSINDBK,STOCK,Long Put,770,2.35,ask,858.55,49,275,3,50,LOW_VOL,68.3,TIER_2,OTM,30-Dec-2025,30,500,1175.0,767.65,-10.3% OTM
2025-11-29 18:55:36,BPCL,STOCK,Long Put,367.5,13.65,ask,359.1,49,68,-3,50,LOW_VOL,44.6,TIER_3,ITM,30-Dec-2025,30,1800,24570.0,353.85,+2.3% ITM
2025-11-29 18:56:25,TATAPOWER,STOCK,Long Call,435,0.6,ask,390.1,47,132,-2,50,LOW_VOL,43.5,TIER_3,OTM,30-Dec-2025,30,2700,1620.0,435.6,+11.5% OTM
2025-11-29 18:55:58,ADANIENT,STOCK,Long Put,2365.55,117.2,ask,2280.2,46,565,12,50,LOW_VOL,47.9,TIER_2,ITM,30-Dec-2025,30,250,29300.0,2248.35,+3.7% ITM
2025-11-29 18:56:14,TCS,STOCK,Long Put,3000,43.7,ask,3137.5,46,42,42,50,LOW_VOL,67.4,TIER_1,OTM,24-Feb-2026,86,175,7647.5,2956.3,-4.4% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Call,1700,9.85,ask,1567.5,45,87,21,50,LOW_VOL,82.3,TIER_1,OTM,27-Jan-2026,58,250,2462.5,1709.85,+8.5% OTM
2025-11-29 18:56:20,PNB,STOCK,Long Put,111,0.22,ask,124.5,44,51,0,50,LOW_VOL,57.5,TIER_2,OTM,30-Dec-2025,30,4000,880.0,110.78,-10.8% OTM
2025-11-29 18:55:36,KOTAKBANK,STOCK,Long Call,2100,92.4,ask,2124.4,43,46,-16,50,LOW_VOL,60.0,TIER_1,ATM,27-Jan-2026,58,400,36960.0,2192.4,-1.1% ITM
2025-11-29 18:56:13,PERSISTENT,STOCK,Long Put,5700,17.15,ask,6353.0,43,121,9,50,LOW_VOL,76.9,TIER_2,OTM,30-Dec-2025,30,200,3430.0,5682.85,-10.3% OTM
2025-11-29 18:56:19,ICICIBANK,STOCK,Long Call,1450,16.15,ask,1388.8,42,55,21,50,LOW_VOL,65.1,TIER_1,OTM,27-Jan-2026,58,700,11305.0,1466.15,+4.4% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1350,0.5,ask,1567.5,41,262,-9,50,LOW_VOL,82.3,TIER_1,OTM,30-Dec-2025,30,250,125.0,1349.5,-13.9% OTM
2025-11-29 18:55:19,BHARTIARTL,STOCK,Long Put,1800,0.5,ask,2101.6,40,57,2,50,LOW_VOL,68.1,TIER_1,OTM,30-Dec-2025,30,475,237.5,1799.5,-14.4% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1340,0.55,ask,1567.5,37,51,2,50,LOW_VOL,82.3,TIER_1,OTM,30-Dec-2025,30,250,137.5,1339.45,-14.5% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Call,1650,19.05,ask,1567.5,35,44,24,50,LOW_VOL,82.3,TIER_1,OTM,27-Jan-2026,58,250,4762.5,1669.05,+5.3% OTM
2025-11-29 18:55:23,SUNPHARMA,STOCK,Long Put,1900,79.55,ask,1831.6,35,27,27,50,LOW_VOL,90.4,TIER_1,ITM,27-Jan-2026,58,350,27842.5,1820.45,+3.7% ITM
2025-11-29 18:56:20,PNB,STOCK,Long Put,113,0.31,ask,124.5,33,123,2,50,LOW_VOL,57.5,TIER_2,OTM,30-Dec-2025,30,4000,1240.0,112.69,-9.2% OTM
2025-11-29 18:55:36,BPCL,STOCK,Long Put,347.5,4.25,ask,359.1,30,81,-14,50,LOW_VOL,44.6,TIER_3,OTM,30-Dec-2025,30,1800,7650.0,343.25,-3.2% OTM
2025-11-29 18:55:36,BPCL,STOCK,Long Put,352.5,5.8,ask,359.1,29,138,8,50,LOW_VOL,44.6,TIER_3,ATM,30-Dec-2025,30,1800,10440.0,346.7,-1.8% OTM
2025-11-29 18:55:18,M&M,STOCK,Long Call,4400,10.95,ask,3757.3,27,37,27,50,LOW_VOL,60.0,TIER_1,OTM,27-Jan-2026,58,350,3832.5,4410.95,+17.1% OTM
2025-11-29 18:55:24,AXISBANK,STOCK,Long Call,1350,20.35,ask,1279.7,27,39,23,50,LOW_VOL,75.4,TIER_1,OTM,27-Jan-2026,58,625,12718.75,1370.35,+5.5% OTM
2025-11-29 18:55:36,KOTAKBANK,STOCK,Long Put,2100,44.85,ask,2124.4,27,51,14,50,LOW_VOL,60.0,TIER_1,ATM,27-Jan-2026,58,400,17940.0,2055.15,-1.1% OTM
2025-11-29 18:55:19,BHARTIARTL,STOCK,Long Put,2100,44.7,ask,2101.6,25,29,19,50,LOW_VOL,68.1,TIER_1,ATM,27-Jan-2026,58,475,21232.5,2055.3,-0.1% OTM
2025-11-29 18:56:19,ICICIBANK,STOCK,Long Call,1390,44.45,ask,1388.8,25,21,21,50,LOW_VOL,65.1,TIER_1,ATM,27-Jan-2026,58,700,31115.0,1434.45,+0.1% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Call,1590,46.45,ask,1567.5,24,31,23,50,LOW_VOL,82.3,TIER_1,ATM,27-Jan-2026,58,250,11612.5,1636.45,+1.4% OTM
2025-11-29 18:56:08,HINDUNILVR,STOCK,Long Put,2520,59.9,ask,2466.6,23,35,0,50,LOW_VOL,63.7,TIER_1,ITM,27-Jan-2026,58,300,17970.0,2460.1,+2.2% ITM
2025-11-29 18:56:14,TCS,STOCK,Long Call,3100,134.1,ask,3137.5,23,24,22,50,LOW_VOL,67.4,TIER_1,ATM,27-Jan-2026,58,175,23467.5,3234.1,-1.2% ITM
2025-11-29 18:55:36,BPCL,STOCK,Long Call,382.5,2.75,ask,359.1,22,71,1,50,LOW_VOL,44.6,TIER_3,OTM,30-Dec-2025,30,1800,4950.0,385.25,+6.5% OTM
2025-11-29 18:55:51,BAJFINANCE,STOCK,Long Call,1140,9.75,ask,1037.5,22,46,15,50,LOW_VOL,40.7,TIER_1,OTM,27-Jan-2026,58,125,1218.75,1149.75,+9.9% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1570,34.2,ask,1567.5,21,58,7,50,LOW_VOL,82.3,TIER_1,ATM,27-Jan-2026,58,250,8550.0,1535.8,+0.2% ITM
2025-11-29 18:55:36,BPCL,STOCK,Long Call,387.5,1.95,ask,359.1,21,64,5,50,LOW_VOL,44.6,TIER_3,OTM,30-Dec-2025,30,1800,3510.0,389.45,+7.9% OTM
2025-11-29 18:56:20,PNB,STOCK,Long Put,109,0.15,ask,124.5,21,48,5,50,LOW_VOL,57.5,TIER_2,OTM,30-Dec-2025,30,4000,600.0,108.85,-12.4% OTM
2025-11-29 18:55:17,JSWSTEEL,STOCK,Long Put,1100,21.7,ask,1160.3,20,20,20,50,LOW_VOL,44.9,TIER_2,OTM,24-Feb-2026,86,675,14647.5,1078.3,-5.2% OTM
2025-11-29 18:55:55,LT,STOCK,Long Call,4100,126.75,ask,4069.6,19,41,14,50,LOW_VOL,74.1,TIER_1,ATM,27-Jan-2026,58,150,19012.5,4226.75,+0.7% OTM
2025-11-29 18:56:15,COFORGE,STOCK,Long Call,1900,106.3,ask,1908.7,19,23,1,50,LOW_VOL,70.7,TIER_2,ATM,27-Jan-2026,58,125,13287.5,2006.3,-0.5% ITM
2025-11-29 18:55:55,LT,STOCK,Long Put,3720,2.9,ask,4069.6,18,78,14,50,LOW_VOL,74.1,TIER_1,OTM,30-Dec-2025,30,150,435.0,3717.1,-8.6% OTM
2025-11-29 18:55:56,INFY,STOCK,Long Call,1580,55.35,ask,1560.1,18,15,14,50,LOW_VOL,59.6,TIER_1,ATM,27-Jan-2026,58,400,22140.0,1635.35,+1.3% OTM
2025-11-29 18:55:18,MPHASIS,STOCK,Long Call,3150,7.25,ask,2811.4,17,49,6,50,LOW_VOL,54.5,TIER_2,OTM,30-Dec-2025,30,275,1993.75,3157.25,+12.0% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1600,54.6,ask,1567.5,17,17,15,50,LOW_VOL,82.3,TIER_1,ITM,24-Feb-2026,86,250,13650.0,1545.4,+2.1% ITM
2025-11-29 18:55:36,BPCL,STOCK,Long Call,377.5,3.85,ask,359.1,17,71,-3,50,LOW_VOL,44.6,TIER_3,OTM,30-Dec-2025,30,1800,6930.0,381.35,+5.1% OTM
2025-11-29 18:55:36,BPCL,STOCK,Long Put,342.5,3.1,ask,359.1,16,81,2,50,LOW_VOL,44.6,TIER_3,OTM,30-Dec-2025,30,1800,5580.0,339.4,-4.6% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Call,1740,5.95,ask,1567.5,15,54,4,50,LOW_VOL,82.3,TIER_1,OTM,27-Jan-2026,58,250,1487.5,1745.95,+11.0% OTM
2025-11-29 18:55:36,BPCL,STOCK,Long Call,405,0.65,ask,359.1,15,39,12,50,LOW_VOL,44.6,TIER_3,OTM,30-Dec-2025,30,1800,1170.0,405.65,+12.8% OTM
2025-11-29 18:55:20,SBILIFE,STOCK,Long Put,1980,60.2,ask,1966.0,14,16,14,50,LOW_VOL,43.0,TIER_3,ATM,27-Jan-2026,58,750,45150.0,1919.8,+0.7% ITM
2025-11-29 18:55:55,LT,STOCK,Long Put,4100,110.55,ask,4069.6,14,44,14,50,LOW_VOL,74.1,TIER_1,ATM,27-Jan-2026,58,150,16582.5,3989.45,+0.7% ITM
2025-11-29 18:55:45,AUROPHARMA,STOCK,Long Call,1060,172.05,ask,1226.7,13,12,0,50,LOW_VOL,69.9,TIER_2,ITM,30-Dec-2025,30,425,73121.25,1232.05,-13.6% ITM
2025-11-29 18:56:02,HDFCAMC,STOCK,Long Put,2725,82.3,ask,2673.0,13,43,7,50,LOW_VOL,22.5,TIER_3,ATM,30-Dec-2025,30,200,16460.0,2642.7,+1.9% ITM
2025-11-29 18:56:14,TCS,STOCK,Long Call,3180,90.3,ask,3137.5,13,18,7,50,LOW_VOL,67.4,TIER_1,ATM,27-Jan-2026,58,175,15802.5,3270.3,+1.4% OTM
2025-11-29 18:55:19,BHARTIARTL,STOCK,Long Call,2100,73.05,ask,2101.6,12,13,11,50,LOW_VOL,68.1,TIER_1,ATM,27-Jan-2026,58,475,34698.75,2173.05,-0.1% ITM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1500,18.9,ask,1567.5,12,59,3,50,LOW_VOL,82.3,TIER_1,OTM,24-Feb-2026,86,250,4725.0,1481.1,-4.3% OTM
2025-11-29 18:55:42,TITAN,STOCK,Long Call,4000,104.5,ask,3907.7,12,43,-8,50,LOW_VOL,67.0,TIER_1,OTM,27-Jan-2026,58,375,39187.5,4104.5,+2.4% OTM
2025-11-29 18:56:14,TCS,STOCK,Long Call,3220,76.15,ask,3137.5,12,11,11,50,LOW_VOL,67.4,TIER_1,OTM,27-Jan-2026,58,175,13326.25,3296.15,+2.6% OTM
2025-11-29 18:56:18,HINDALCO,STOCK,Long Put,830,39.1,ask,808.4,12,11,7,50,LOW_VOL,59.5,TIER_2,ITM,27-Jan-2026,58,1075,42032.5,790.9,+2.7% ITM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Call,1570,52.05,ask,1567.5,10,26,6,50,LOW_VOL,82.3,TIER_1,ATM,27-Jan-2026,58,250,13012.5,1622.05,+0.2% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Call,1610,32.5,ask,1567.5,10,21,3,50,LOW_VOL,82.3,TIER_1,OTM,27-Jan-2026,58,250,8125.0,1642.5,+2.7% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1470,9.05,ask,1567.5,10,16,1,50,LOW_VOL,82.3,TIER_1,OTM,27-Jan-2026,58,250,2262.5,1460.95,-6.2% OTM
2025-11-29 18:55:22,SBIN,STOCK,Long Call,1000,32.2,ask,979.0,10,113,3,50,LOW_VOL,66.9,TIER_1,OTM,24-Feb-2026,86,750,24150.0,1032.2,+2.1% OTM
2025-11-29 18:56:15,COFORGE,STOCK,Long Put,1900,78.0,ask,1908.7,10,66,9,50,LOW_VOL,70.7,TIER_2,ATM,27-Jan-2026,58,125,9750.0,1822.0,-0.5% OTM
2025-11-29 18:55:20,SBILIFE,STOCK,Long Put,1900,29.4,ask,1966.0,9,9,9,50,LOW_VOL,43.0,TIER_3,OTM,27-Jan-2026,58,750,22050.0,1870.6,-3.4% OTM
2025-11-29 18:55:22,SBIN,STOCK,Long Put,950,16.5,ask,979.0,9,76,1,50,LOW_VOL,66.9,TIER_1,OTM,24-Feb-2026,86,750,12375.0,933.5,-3.0% OTM
2025-11-29 18:55:36,BPCL,STOCK,Long Call,332.5,30.85,ask,359.1,9,22,6,50,LOW_VOL,44.6,TIER_3,ITM,30-Dec-2025,30,1800,55530.0,363.35,-7.4% ITM
2025-11-29 18:55:56,INFY,STOCK,Long Put,1440,19.95,ask,1560.1,9,7,7,50,LOW_VOL,59.6,TIER_1,OTM,24-Feb-2026,86,400,7980.0,1420.05,-7.7% OTM
2025-11-29 18:55:31,HDFCBANK,STOCK,Long Put,1015,23.5,ask,1007.6,8,14,8,50,LOW_VOL,63.5,TIER_1,ATM,27-Jan-2026,58,550,12925.0,991.5,+0.7% ITM
2025-11-29 18:56:11,ITC,STOCK,Long Put,400,7.4,ask,404.25,8,109,7,50,LOW_VOL,47.4,TIER_1,ATM,24-Feb-2026,86,1600,11840.0,392.6,-1.1% OTM
2025-11-29 18:55:20,SBILIFE,STOCK,Long Put,1800,10.55,ask,1966.0,7,7,7,50,LOW_VOL,43.0,TIER_3,OTM,27-Jan-2026,58,750,7912.5,1789.45,-8.4% OTM
2025-11-29 18:55:21,RELIANCE,STOCK,Long Put,1530,19.7,ask,1567.5,7,11,4,50,LOW_VOL,82.3,TIER_1,OTM,27-Jan-2026,58,250,4925.0,1510.3,-2.4% OTM
2025-11-29 18:55:36,BPCL,STOCK,Long Put,332.5,1.55,ask,359.1,7,38,1,50,LOW_VOL,44.6,TIER_3,OTM,30-Dec-2025,30,1800,2790.0,330.95,-7.4% OTM
2025-11-29 18:55:56,INFY,STOCK,Long Put,1540,42.65,ask,1560.1,7,23,6,50,LOW_VOL,59.6,TIER_1,ATM,27-Jan-2026,58,400,17060.0,1497.35,-1.3% OTM
2025-11-29 18:56:09,TECHM,STOCK,Long Put,1460,25.9,ask,1517.3,7,23,4,50,LOW_VOL,75.3,TIER_1,OTM,27-Jan-2026,58,600,15540.0,1434.1,-3.8% OTM
2025-11-29 18:56:09,TECHM,STOCK,Long Put,1500,40.45,ask,1517.3,7,10,7,50,LOW_VOL,75.3,TIER_1,ATM,27-Jan-2026,58,600,24270.0,1459.55,-1.1% OTM
2025-11-29 18:56:14,TCS,STOCK,Long Call,3200,109.6,ask,3137.5,7,7,7,50,LOW_VOL,67.4,TIER_1,ATM,24-Feb-2026,86,175,19180.0,3309.6,+2.0% OTM
