Timestamp,Symbol,Type,Strategy,Strike,Premium,PriceSource,Spot,Volume,OI,OI_Change,IV,IV_Percentile,IV_Rank,IV_Source,Market_Regime,RSI,Tier,Moneyness,Expiry,DaysToExpiry,LotSize,TotalCost,Breakeven,DistanceFromSpot,Leg1_Strike,Leg1_Premium,Leg1_Action,Leg2_Strike,Leg2_Premium,Leg2_Action,MaxProfit,MaxLoss,RewardRatio
2025-12-29 16:00:02,SBIN,STOCK,Bull Call Spread,965/970,1.75,spread,965.05,24604,2139,0,11.84,0,0,opstra,,58.4,,ATM,30-Dec-2025,0,750,1312.5,966.75,+0.5%,965,2.95,BUY,970,1.2,SELL,2437.5,1312.5,1.86
2025-12-29 15:59:05,HDFCBANK,STOCK,Bull Call Spread,990/995,2.0,spread,991.7,21850,1073,0,13.46,1,5,opstra,,41.8,,ATM,30-Dec-2025,0,550,1100.0,992.0,+0.3%,990,4.6,BUY,995,2.6,SELL,1650.0,1100.0,1.5
2025-12-29 15:59:58,AXISBANK,STOCK,Bull Call Spread,1230/1240,2.95,spread,1232.0,20568,634,0,14.53,1,1,opstra,,32.5,,ATM,30-Dec-2025,0,625,1843.75,1232.95,+0.6%,1230,4.3,BUY,1240,1.35,SELL,4406.25,1843.75,2.39
2025-12-29 16:00:06,MARUTI,STOCK,Bull Call Spread,16500/16600,48.95,spread,16542.0,20128,1626,0,12.46,0,0,opstra,,61.0,,ATM,30-Dec-2025,0,100,4895.0,16548.95,+0.4%,16500,72,BUY,16600,23.05,SELL,5105.0,4895.0,1.04
2025-12-29 15:59:05,HDFCBANK,STOCK,Bear Put Spread,990/985,2.55,spread,991.7,19033,867,0,13.46,1,5,opstra,,41.8,,ATM,30-Dec-2025,0,550,1402.5,987.45,-0.7%,990,4.25,BUY,985,1.7,SELL,1347.5,1402.5,0.96
2025-12-29 15:59:17,TCS,STOCK,Bull Call Spread,3260/3280,3.4,spread,3251.5,18673,1709,0,13.04,1,2,opstra,,52.3,,ATM,30-Dec-2025,0,175,595.0,3263.4,+0.9%,3260,5.3,BUY,3280,1.9,SELL,2905.0,595.0,4.88
2025-12-29 15:59:17,TCS,STOCK,Bear Put Spread,3260/3240,9.3,spread,3251.5,17659,954,0,13.04,1,2,opstra,,52.3,,ATM,30-Dec-2025,0,175,1627.5,3250.7,-0.4%,3260,11.85,BUY,3240,2.55,SELL,1872.5,1627.5,1.15
2025-12-29 16:00:02,SBIN,STOCK,Bear Put Spread,965/960,1.6,spread,965.05,15413,743,0,11.84,0,0,opstra,,58.4,,ATM,30-Dec-2025,0,750,1200.0,963.4,-0.5%,965,2.55,BUY,960,0.95,SELL,2550.0,1200.0,2.13
2025-12-29 15:58:54,TATACONSUM,STOCK,Bull Call Spread,1200/1210,3.7,spread,1195.2,12796,540,0,19.67,13,13,opstra,,72.6,,ATM,30-Dec-2025,0,700,2590.0,1203.7,+1.2%,1200,8.3,BUY,1210,4.6,SELL,4410.0,2590.0,1.7
2025-12-29 15:59:14,HINDUNILVR,STOCK,Bull Call Spread,2300/2320,4.45,spread,2293.3,12356,1318,0,12.91,3,14,opstra,,44.6,,ATM,30-Dec-2025,0,300,1335.0,2304.45,+1.2%,2300,5.95,BUY,2320,1.5,SELL,4665.0,1335.0,3.49
2025-12-29 16:00:13,BAJAJ-AUTO,STOCK,Bull Call Spread,9100/9200,25.6,spread,9087.0,11786,805,0,17.87,1,7,opstra,,52.7,,ATM,30-Dec-2025,0,125,3200.0,9125.6,+1.2%,9100,34.2,BUY,9200,8.6,SELL,9300.0,3200.0,2.91
2025-12-29 15:59:11,KOTAKBANK,STOCK,Bull Call Spread,2160/2180,3.5,spread,2158.6,11185,1936,0,12.05,0,0,opstra,,61.4,,ATM,30-Dec-2025,0,400,1400.0,2163.5,+1.0%,2160,4.4,BUY,2180,0.9,SELL,6600.0,1400.0,4.71
2025-12-29 15:59:48,HAL,STOCK,Bear Put Spread,4350/4300,7.85,spread,4374.3,10390,674,0,21.16,1,5,opstra,,60.3,,ATM,30-Dec-2025,0,150,1177.5,4342.15,-1.7%,4350,10.95,BUY,4300,3.1,SELL,6322.5,1177.5,5.37
2025-12-29 16:00:01,BHARTIARTL,STOCK,Bear Put Spread,2080/2060,4.35,spread,2081.6,9382,857,0,13.03,1,2,opstra,,49.1,,ATM,30-Dec-2025,0,475,2066.25,2075.65,-1.0%,2080,5,BUY,2060,0.65,SELL,7433.75,2066.25,3.6
2025-12-29 15:59:34,ICICIBANK,STOCK,Bear Put Spread,1340/1330,1.65,spread,1343.3,9167,547,0,12.37,1,5,opstra,,26.3,,ATM,30-Dec-2025,0,700,1155.0,1338.35,-1.0%,1340,2.25,BUY,1330,0.6,SELL,5845.0,1155.0,5.06
2025-12-29 15:58:45,NTPC,STOCK,Bull Call Spread,325/327.5,0.2,spread,325.5,8984,1244,0,13.27,3,14,opstra,,64.3,,ATM,30-Dec-2025,0,2250,450.0,325.2,+0.6%,325,0.35,BUY,327.5,0.15,SELL,5175.0,450.0,11.5
2025-12-29 15:59:48,HAL,STOCK,Bull Call Spread,4350/4400,26.8,spread,4374.3,7833,578,0,21.16,1,5,opstra,,60.3,,ATM,30-Dec-2025,0,150,4020.0,4376.8,+0.6%,4350,36,BUY,4400,9.2,SELL,3480.0,4020.0,0.87
2025-12-29 15:58:48,LT,STOCK,Bull Call Spread,4040/4060,9.0,spread,4038.7,7383,850,0,12.99,1,4,opstra,,58.5,,ATM,30-Dec-2025,0,150,1350.0,4049.0,+0.5%,4040,13.45,BUY,4060,4.45,SELL,1650.0,1350.0,1.22
2025-12-29 15:59:11,KOTAKBANK,STOCK,Bear Put Spread,2160/2140,6.15,spread,2158.6,6913,737,0,12.05,0,0,opstra,,61.4,,ATM,30-Dec-2025,0,400,2460.0,2153.85,-0.9%,2160,7.7,BUY,2140,1.55,SELL,5540.0,2460.0,2.25
2025-12-29 15:59:04,BAJFINANCE,STOCK,Bear Put Spread,1000/990,6.15,spread,998.0,5884,524,0,18.37,0,0,opstra,,31.7,,ATM,30-Dec-2025,0,125,768.75,993.85,-0.8%,1000,8.95,BUY,990,2.8,SELL,481.25,768.75,0.63
2025-12-29 16:00:13,BAJAJ-AUTO,STOCK,Bear Put Spread,9100/9000,53.05,spread,9087.0,5351,540,0,17.87,1,7,opstra,,52.7,,ATM,30-Dec-2025,0,125,6631.25,9046.95,-1.0%,9100,69.45,BUY,9000,16.4,SELL,5868.75,6631.25,0.89
2025-12-29 16:00:23,CHOLAFIN,STOCK,Bull Call Spread,1700/1720,7.05,spread,1698.8,5079,1035,0,22.71,6,10,opstra,,46.2,,ATM,30-Dec-2025,0,625,4406.25,1707.05,+1.2%,1700,8.75,BUY,1720,1.7,SELL,8093.75,4406.25,1.84
2025-12-29 16:00:23,CHOLAFIN,STOCK,Bear Put Spread,1700/1680,7.45,spread,1698.8,3922,762,0,22.71,6,10,opstra,,46.2,,ATM,30-Dec-2025,0,625,4656.25,1692.55,-1.1%,1700,9.55,BUY,1680,2.1,SELL,7843.75,4656.25,1.68
2025-12-29 16:00:17,DRREDDY,STOCK,Bull Call Spread,1270/1280,2.6,spread,1268.6,3155,661,0,12.91,0,0,opstra,,51.0,,ATM,30-Dec-2025,0,125,325.0,1272.6,+0.9%,1270,3.25,BUY,1280,0.65,SELL,925.0,325.0,2.85
2025-12-29 15:59:12,INFY,STOCK,Long Call,1620,23.4,ltp,1644.7,1281,8272,-275,13.97,0,0,opstra,LOW_VOL,58.3,TIER_1,ATM,30-Dec-2025,0,400,9360.0,1643.4,-1.5% ITM,,,,,,,,,
2025-12-29 15:59:12,INFY,STOCK,Long Call,1600,44.8,ltp,1644.7,1117,18610,-454,13.97,0,0,opstra,LOW_VOL,58.3,TIER_1,ITM,30-Dec-2025,0,400,17920.0,1644.8,-2.7% ITM,,,,,,,,,
2025-12-29 16:16:35,NIFTY,INDEX,Bear Put Spread,25950/25850,31.5,spread,25949.8,10967925,97531,0,9.15,0,0,opstra,,50,INDEX,ATM,30-Dec-2025,0,25,787.5,25918.5,-0.4%,25950,45.1,BUY,25850,13.6,SELL,1712.5,787.5,2.17
2025-12-29 16:16:35,NIFTY,INDEX,Bull Call Spread,25950/26050,33.6,spread,25949.8,9280226,123100,0,9.15,0,0,opstra,,50,INDEX,ATM,30-Dec-2025,0,25,840.0,25983.6,+0.4%,25950,52,BUY,26050,18.4,SELL,1660.0,840.0,1.98
2025-12-29 16:16:35,NIFTY,INDEX,Long Put,26000,73.6,ltp,25949.8,8310980,151630,-47775.666666666664,9.15,0,0,opstra,LOW_VOL,0,INDEX,ATM,30-Dec-2025,0,25,1840.0,25926.4,+0.2% ITM,,,,,,,,,
2025-12-29 16:16:35,NIFTY,INDEX,Long Call,26000,30.85,ltp,25949.8,7160625,307118,158127.33333333334,9.15,0,0,opstra,LOW_VOL,0,INDEX,ATM,30-Dec-2025,0,25,771.25,26030.85,+0.2% OTM,,,,,,,,,
2025-12-29 16:16:35,NIFTY,INDEX,Long Put,25950,44.85,ltp,25949.8,7159906,97531,21783,9.15,0,0,opstra,LOW_VOL,0,INDEX,ATM,30-Dec-2025,0,25,1121.25,25905.15,+0.0% ITM,,,,,,,,,
2025-12-29 16:16:35,NIFTY,INDEX,Long Call,26100,11.05,ltp,25949.8,5960751,295473,88937,9.15,0,0,opstra,LOW_VOL,0,INDEX,ATM,30-Dec-2025,0,25,276.25,26111.05,+0.6% OTM,,,,,,,,,
2025-12-29 16:16:35,NIFTY,INDEX,Long Call,26050,18.4,ltp,25949.8,5449732,157169,48456,9.15,0,0,opstra,LOW_VOL,0,INDEX,ATM,30-Dec-2025,0,25,460.0,26068.4,+0.4% OTM,,,,,,,,,
2025-12-29 16:16:35,NIFTY,INDEX,Long Call,25950,51.75,ltp,25949.8,3830494,123100,106547,9.15,0,0,opstra,LOW_VOL,0,INDEX,ATM,30-Dec-2025,0,25,1293.75,26001.75,+0.0% OTM,,,,,,,,,
2025-12-29 16:16:36,BANKNIFTY,INDEX,Bear Put Spread,59000/58800,86.2,spread,58953.95,2133350,33462,0,8.18,0,0,opstra,,50,INDEX,ATM,30-Dec-2025,0,15,1293.0,58913.8,-0.3%,59000,152.1,BUY,58800,65.9,SELL,1707.0,1293.0,1.32
2025-12-29 16:16:36,BANKNIFTY,INDEX,Bull Call Spread,59000/59200,51.1,spread,58953.95,2014156,30659,0,8.18,0,0,opstra,,50,INDEX,ATM,30-Dec-2025,0,15,766.5,59051.1,+0.4%,59000,89.3,BUY,59200,38.2,SELL,2233.5,766.5,2.91
2025-12-29 16:16:37,TATASTEEL,STOCK,Bull Call Spread,172.5/175,0.37,spread,172.3,45629,1510,0,20.44,1,6,opstra,,65.5,,ATM,30-Dec-2025,0,1500,555.0,172.87,+1.6%,172.5,0.54,BUY,175,0.17,SELL,3195.0,555.0,5.76
2025-12-29 16:17:02,RELIANCE,STOCK,Bull Call Spread,1550/1560,2.25,spread,1545.6,44145,3725,0,11.29,0,1,opstra,,51.1,,ATM,30-Dec-2025,0,250,562.5,1552.25,+0.9%,1550,2.8,BUY,1560,0.55,SELL,1937.5,562.5,3.44
2025-12-29 16:17:18,INFY,STOCK,Bear Put Spread,1640/1620,2.5,spread,1644.7,36259,3625,0,13.97,0,0,opstra,,58.3,,ATM,30-Dec-2025,0,400,1000.0,1637.5,-1.5%,1640,2.65,BUY,1620,0.15,SELL,7000.0,1000.0,7.0
2025-12-29 16:17:02,RELIANCE,STOCK,Bear Put Spread,1550/1540,3.95,spread,1545.6,31407,1337,0,11.29,0,1,opstra,,51.1,,ATM,30-Dec-2025,0,250,987.5,1546.05,-0.4%,1550,6.45,BUY,1540,2.5,SELL,1512.5,987.5,1.53
2025-12-29 16:17:18,INFY,STOCK,Bull Call Spread,1640/1660,6.25,spread,1644.7,29704,3253,0,13.97,0,0,opstra,,58.3,,ATM,30-Dec-2025,0,400,2500.0,1646.25,+0.9%,1640,7.65,BUY,1660,1.4,SELL,5500.0,2500.0,2.2
2025-12-29 16:17:22,BEL,STOCK,Bull Call Spread,395/400,0.95,spread,393.25,29455,935,0,21.86,6,8,opstra,,58.7,,ATM,30-Dec-2025,0,3900,3705.0,395.95,+1.7%,395,1.4,BUY,400,0.45,SELL,15795.0,3705.0,4.26
2025-12-29 16:16:41,MARUTI,STOCK,Bear Put Spread,16500/16400,21.45,spread,16542.0,25281,1460,0,12.46,0,0,opstra,,61.0,,ATM,30-Dec-2025,0,100,2145.0,16478.55,-0.9%,16500,24.85,BUY,16400,3.4,SELL,7855.0,2145.0,3.66
2025-12-29 16:17:51,TRENT,STOCK,Bull Call Spread,4200/4300,27.7,spread,4226.0,24641,668,0,26.17,8,7,opstra,,61.3,,ATM,30-Dec-2025,0,300,8310.0,4227.7,+1.8%,4200,32.5,BUY,4300,4.8,SELL,21690.0,8310.0,2.61
2025-12-29 16:18:01,SBIN,STOCK,Bull Call Spread,965/970,1.75,spread,965.05,24604,2139,0,11.84,0,0,opstra,,58.4,,ATM,30-Dec-2025,0,750,1312.5,966.75,+0.5%,965,2.95,BUY,970,1.2,SELL,2437.5,1312.5,1.86
2025-12-29 16:17:59,HDFCBANK,STOCK,Bull Call Spread,990/995,2.0,spread,991.7,21850,1073,0,13.46,1,5,opstra,,41.8,,ATM,30-Dec-2025,0,550,1100.0,992.0,+0.3%,990,4.6,BUY,995,2.6,SELL,1650.0,1100.0,1.5
2025-12-29 16:17:12,AXISBANK,STOCK,Bull Call Spread,1230/1240,2.95,spread,1232.0,20568,634,0,14.53,1,1,opstra,,32.5,,ATM,30-Dec-2025,0,625,1843.75,1232.95,+0.6%,1230,4.3,BUY,1240,1.35,SELL,4406.25,1843.75,2.39
2025-12-29 16:16:41,MARUTI,STOCK,Bull Call Spread,16500/16600,48.95,spread,16542.0,20128,1626,0,12.46,0,0,opstra,,61.0,,ATM,30-Dec-2025,0,100,4895.0,16548.95,+0.4%,16500,72,BUY,16600,23.05,SELL,5105.0,4895.0,1.04
2025-12-29 16:17:59,HDFCBANK,STOCK,Bear Put Spread,990/985,2.55,spread,991.7,19033,867,0,13.46,1,5,opstra,,41.8,,ATM,30-Dec-2025,0,550,1402.5,987.45,-0.7%,990,4.25,BUY,985,1.7,SELL,1347.5,1402.5,0.96
2025-12-29 16:17:34,TCS,STOCK,Bull Call Spread,3260/3280,3.4,spread,3251.5,18673,1709,0,13.04,1,2,opstra,,52.3,,ATM,30-Dec-2025,0,175,595.0,3263.4,+0.9%,3260,5.3,BUY,3280,1.9,SELL,2905.0,595.0,4.88
2025-12-29 16:17:34,TCS,STOCK,Bear Put Spread,3260/3240,9.3,spread,3251.5,17659,954,0,13.04,1,2,opstra,,52.3,,ATM,30-Dec-2025,0,175,1627.5,3250.7,-0.4%,3260,11.85,BUY,3240,2.55,SELL,1872.5,1627.5,1.15
2025-12-29 16:18:01,SBIN,STOCK,Bear Put Spread,965/960,1.6,spread,965.05,15413,743,0,11.84,0,0,opstra,,58.4,,ATM,30-Dec-2025,0,750,1200.0,963.4,-0.5%,965,2.55,BUY,960,0.95,SELL,2550.0,1200.0,2.13
2025-12-29 16:17:25,TATACONSUM,STOCK,Bull Call Spread,1200/1210,3.7,spread,1195.2,12796,540,0,19.67,13,13,opstra,,72.6,,ATM,30-Dec-2025,0,700,2590.0,1203.7,+1.2%,1200,8.3,BUY,1210,4.6,SELL,4410.0,2590.0,1.7
2025-12-29 16:17:57,HINDUNILVR,STOCK,Bull Call Spread,2300/2320,4.45,spread,2293.3,12356,1318,0,12.91,3,14,opstra,,44.6,,ATM,30-Dec-2025,0,300,1335.0,2304.45,+1.2%,2300,5.95,BUY,2320,1.5,SELL,4665.0,1335.0,3.49
2025-12-29 16:17:06,BAJAJ-AUTO,STOCK,Bull Call Spread,9100/9200,25.6,spread,9087.0,11786,805,0,17.87,1,7,opstra,,52.7,,ATM,30-Dec-2025,0,125,3200.0,9125.6,+1.2%,9100,34.2,BUY,9200,8.6,SELL,9300.0,3200.0,2.91
2025-12-29 16:16:45,KOTAKBANK,STOCK,Bull Call Spread,2160/2180,3.5,spread,2158.6,11185,1936,0,12.05,0,0,opstra,,61.4,,ATM,30-Dec-2025,0,400,1400.0,2163.5,+1.0%,2160,4.4,BUY,2180,0.9,SELL,6600.0,1400.0,4.71
2025-12-29 16:17:07,HAL,STOCK,Bear Put Spread,4350/4300,7.85,spread,4374.3,10390,674,0,21.16,1,5,opstra,,60.3,,ATM,30-Dec-2025,0,150,1177.5,4342.15,-1.7%,4350,10.95,BUY,4300,3.1,SELL,6322.5,1177.5,5.37
2025-12-29 16:17:19,BHARTIARTL,STOCK,Bear Put Spread,2080/2060,4.35,spread,2081.6,9382,857,0,13.03,1,2,opstra,,49.1,,ATM,30-Dec-2025,0,475,2066.25,2075.65,-1.0%,2080,5,BUY,2060,0.65,SELL,7433.75,2066.25,3.6
2025-12-29 16:17:50,ICICIBANK,STOCK,Bear Put Spread,1340/1330,1.65,spread,1343.3,9167,547,0,12.37,1,5,opstra,,26.3,,ATM,30-Dec-2025,0,700,1155.0,1338.35,-1.0%,1340,2.25,BUY,1330,0.6,SELL,5845.0,1155.0,5.06
2025-12-29 16:17:43,NTPC,STOCK,Bull Call Spread,325/327.5,0.2,spread,325.5,8984,1244,0,13.27,3,14,opstra,,64.3,,ATM,30-Dec-2025,0,2250,450.0,325.2,+0.6%,325,0.35,BUY,327.5,0.15,SELL,5175.0,450.0,11.5
2025-12-29 16:17:07,HAL,STOCK,Bull Call Spread,4350/4400,26.8,spread,4374.3,7833,578,0,21.16,1,5,opstra,,60.3,,ATM,30-Dec-2025,0,150,4020.0,4376.8,+0.6%,4350,36,BUY,4400,9.2,SELL,3480.0,4020.0,0.87
2025-12-29 16:18:13,LT,STOCK,Bull Call Spread,4040/4060,9.0,spread,4038.7,7383,850,0,12.99,1,4,opstra,,58.5,,ATM,30-Dec-2025,0,150,1350.0,4049.0,+0.5%,4040,13.45,BUY,4060,4.45,SELL,1650.0,1350.0,1.22
2025-12-29 16:16:45,KOTAKBANK,STOCK,Bear Put Spread,2160/2140,6.15,spread,2158.6,6913,737,0,12.05,0,0,opstra,,61.4,,ATM,30-Dec-2025,0,400,2460.0,2153.85,-0.9%,2160,7.7,BUY,2140,1.55,SELL,5540.0,2460.0,2.25
2025-12-29 16:16:44,BAJFINANCE,STOCK,Bear Put Spread,1000/990,6.15,spread,998.0,5884,524,0,18.37,0,0,opstra,,31.7,,ATM,30-Dec-2025,0,125,768.75,993.85,-0.8%,1000,8.95,BUY,990,2.8,SELL,481.25,768.75,0.63
2025-12-29 16:17:06,BAJAJ-AUTO,STOCK,Bear Put Spread,9100/9000,53.05,spread,9087.0,5351,540,0,17.87,1,7,opstra,,52.7,,ATM,30-Dec-2025,0,125,6631.25,9046.95,-1.0%,9100,69.45,BUY,9000,16.4,SELL,5868.75,6631.25,0.89
2025-12-29 16:18:04,CHOLAFIN,STOCK,Bull Call Spread,1700/1720,7.05,spread,1698.8,5079,1035,0,22.71,6,10,opstra,,46.2,,ATM,30-Dec-2025,0,625,4406.25,1707.05,+1.2%,1700,8.75,BUY,1720,1.7,SELL,8093.75,4406.25,1.84
2025-12-29 16:18:04,CHOLAFIN,STOCK,Bear Put Spread,1700/1680,7.45,spread,1698.8,3922,762,0,22.71,6,10,opstra,,46.2,,ATM,30-Dec-2025,0,625,4656.25,1692.55,-1.1%,1700,9.55,BUY,1680,2.1,SELL,7843.75,4656.25,1.68
2025-12-29 16:16:51,DRREDDY,STOCK,Bull Call Spread,1270/1280,2.6,spread,1268.6,3155,661,0,12.91,0,0,opstra,,51.0,,ATM,30-Dec-2025,0,125,325.0,1272.6,+0.9%,1270,3.25,BUY,1280,0.65,SELL,925.0,325.0,2.85
2025-12-29 16:17:18,INFY,STOCK,Long Call,1620,23.4,ltp,1644.7,1281,8272,-275,13.97,0,0,opstra,LOW_VOL,58.3,TIER_1,ATM,30-Dec-2025,0,400,9360.0,1643.4,-1.5% ITM,,,,,,,,,
2025-12-29 16:17:18,INFY,STOCK,Long Call,1600,44.8,ltp,1644.7,1117,18610,-454,13.97,0,0,opstra,LOW_VOL,58.3,TIER_1,ITM,30-Dec-2025,0,400,17920.0,1644.8,-2.7% ITM,,,,,,,,,
2025-12-30 17:33:26,NIFTY,INDEX,Bear Put Spread,25950/25850,11.05,spread,25970.55,41691999,124757,0,9.72,2,4,opstra,,50,INDEX,ATM,30-Dec-2025,0,25,276.25,25938.95,-0.5%,25950,11.1,BUY,25850,0.05,SELL,2223.75,276.25,8.05
2025-12-30 17:33:26,NIFTY,INDEX,Long Call,25900,38.9,ltp,25970.55,20477407,110022,43038,9.72,2,4,opstra,LOW_VOL,0,INDEX,ATM,30-Dec-2025,0,25,972.5,25938.9,-0.3% ITM,,,,,,,,,
2025-12-30 17:33:27,BANKNIFTY,INDEX,Bear Put Spread,59300/59100,128.65,spread,59253.95,4347870,5740,0,10.93,7,13,opstra,,50,INDEX,ATM,30-Dec-2025,0,15,1929.75,59171.35,-0.3%,59300,128.7,BUY,59100,0.05,SELL,1070.25,1929.75,0.55
2025-12-30 17:35:02,INFY,STOCK,Long Call,1600,24.35,ltp,1621.6,1958,18058,-539,24.05,52,28,opstra,LOW_VOL,59.2,TIER_1,ATM,30-Dec-2025,0,400,9740.0,1624.35,-1.3% ITM,,,,,,,,,
2025-12-30 17:34:30,TECHM,STOCK,Bull Call Spread,1600/1620,8.85,spread,1604.6,1247,625,0,23.21,33,28,opstra,,63.9,,ATM,30-Dec-2025,0,600,5310.0,1608.85,+1.0%,1600,8.9,BUY,1620,0.05,SELL,6690.0,5310.0,1.26
2025-12-30 19:17:25,NIFTY,INDEX,Bear Put Spread,25950/25850,11.05,spread,25970.55,41691999,124757,0,9.72,2,4,opstra,,50,INDEX,ATM,30-Dec-2025,0,25,276.25,25938.95,-0.5%,25950,11.1,BUY,25850,0.05,SELL,2223.75,276.25,8.05
2025-12-30 19:17:25,NIFTY,INDEX,Long Call,25900,38.9,ltp,25970.55,20477407,110022,43038,9.72,2,4,opstra,LOW_VOL,0,INDEX,ATM,30-Dec-2025,0,25,972.5,25938.9,-0.3% ITM,,,,,,,,,
