Timestamp,Symbol,Type,Strategy,Strike,Premium,PriceSource,Spot,Volume,OI,OI_Change,IV,IV_Percentile,IV_Rank,IV_Source,Market_Regime,RSI,Tier,Moneyness,Expiry,DaysToExpiry,LotSize,TotalCost,Breakeven,DistanceFromSpot,Leg1_Strike,Leg1_Premium,Leg1_Action,Leg2_Strike,Leg2_Premium,Leg2_Action,MaxProfit,MaxLoss,RewardRatio
2026-01-06 12:10:30,DIVISLAB,STOCK,Long Call,6500,185.45,ask,6573.0,8330,1370,-75,20.36,8,11,opstra,LOW_VOL,68.0,TIER_2,ATM,27-Jan-2026,21,100,18545.0,6685.45,-1.1% ITM,,,,,,,,,
2026-01-06 12:10:33,SBIN,STOCK,Long Put,1000,7.65,ask,1021.0,8152,4091,725,16.25,21,19,opstra,LOW_VOL,79.8,TIER_1,OTM,27-Jan-2026,21,750,5737.5,992.35,-2.1% OTM,,,,,,,,,
2026-01-06 12:09:42,TRENT,STOCK,Long Put,4050,86.9,ask,4091.6,8094,1011,781,28.55,17,13,opstra,LOW_VOL,52.4,TIER_3,ATM,27-Jan-2026,21,300,26070.0,3963.1,-1.0% OTM,,,,,,,,,
2026-01-06 12:09:38,CHOLAFIN,STOCK,Bull Call Spread,1820/1840,9.7,spread,1820.5,7937,526,0,23.5,11,12,opstra,,70.8,,ATM,27-Jan-2026,21,625,6062.5,1829.7,+1.1%,1820,45.8,BUY,1840,36.1,SELL,6437.5,6062.5,1.06
2026-01-06 12:10:03,AXISBANK,STOCK,Long Straddle,1290,48.95,straddle,1293.9,7890,1187,0,18.46,30,18,opstra,,0,,ATM,27-Jan-2026,21,625,30593.75,1241/1339,±3.8% to breakeven,1290,28.25,BUY CE,1290,20.7,BUY PE,,30593.75,
2026-01-06 12:09:42,TRENT,STOCK,Long Put,3900,42.4,ask,4091.6,7865,1979,463,28.55,17,13,opstra,LOW_VOL,52.4,TIER_3,OTM,27-Jan-2026,21,300,12720.0,3857.6,-4.7% OTM,,,,,,,,,
2026-01-06 12:10:40,HDFCBANK,STOCK,Long Put,960,13.3,ask,964.45,7848,2910,1131,18.34,69,29,opstra,LOW_VOL,37.1,TIER_1,ATM,27-Jan-2026,21,550,7315.0,946.7,-0.5% OTM,,,,,,,,,
2026-01-06 12:10:23,LT,STOCK,Long Call,4200,52.85,ask,4158.1,7355,3550,210,15.47,21,13,opstra,LOW_VOL,68.8,TIER_1,ATM,27-Jan-2026,21,150,7927.5,4252.85,+1.0% OTM,,,,,,,,,
2026-01-06 12:09:42,TRENT,STOCK,Long Put,3800,25.5,ask,4091.6,7319,1746,793,28.55,17,13,opstra,LOW_VOL,52.4,TIER_3,OTM,27-Jan-2026,21,300,7650.0,3774.5,-7.1% OTM,,,,,,,,,
2026-01-06 12:09:38,CHOLAFIN,STOCK,Long Call,1800,56.55,ask,1820.5,7309,782,15,23.5,11,12,opstra,LOW_VOL,70.8,TIER_2,ATM,27-Jan-2026,21,625,35343.75,1856.55,-1.1% ITM,,,,,,,,,
2026-01-06 12:09:16,INDUSINDBK,STOCK,Long Call,920,22.85,ask,915.7,7237,1096,-9,27.99,33,12,opstra,LOW_VOL,83.0,TIER_2,ATM,27-Jan-2026,21,500,11425.0,942.85,+0.5% OTM,,,,,,,,,
2026-01-06 12:10:33,SBIN,STOCK,Long Call,1010,23.85,ask,1021.0,7221,2542,-552,16.25,21,19,opstra,LOW_VOL,79.8,TIER_1,ATM,27-Jan-2026,21,750,17887.5,1033.85,-1.1% ITM,,,,,,,,,
2026-01-06 12:10:04,HAL,STOCK,Bull Call Spread,4500/4550,24.2,spread,4499.0,7064,1422,0,23.95,7,13,opstra,,76.2,,ATM,27-Jan-2026,21,150,3630.0,4524.2,+1.1%,4500,109.6,BUY,4550,85.4,SELL,3870.0,3630.0,1.07
2026-01-06 12:10:41,BHARTIARTL,STOCK,Bull Call Spread,2100/2120,9.45,spread,2090.7,7030,2211,0,15.2,11,15,opstra,,45.4,,ATM,27-Jan-2026,21,475,4488.75,2109.45,+1.4%,2100,34.6,BUY,2120,25.15,SELL,5011.25,4488.75,1.12
2026-01-06 12:10:37,ASIANPAINT,STOCK,Bull Call Spread,2820/2840,10.7,spread,2825.4,6766,1245,0,19.83,36,27,opstra,,57.0,,ATM,27-Jan-2026,21,300,3210.0,2830.7,+0.5%,2820,60.95,BUY,2840,50.25,SELL,2790.0,3210.0,0.87
2026-01-06 12:10:30,DIVISLAB,STOCK,Long Call,6600,132.9,ask,6573.0,6724,1312,404,20.36,8,11,opstra,LOW_VOL,68.0,TIER_2,ATM,27-Jan-2026,21,100,13290.0,6732.9,+0.4% OTM,,,,,,,,,
2026-01-06 12:09:36,KOTAKBANK,STOCK,Long Call,2200,33.95,ask,2165.4,6617,3403,933,19.25,39,30,opstra,LOW_VOL,47.7,TIER_1,ATM,27-Jan-2026,21,400,13580.0,2233.95,+1.6% OTM,,,,,,,,,
2026-01-06 12:10:09,BAJAJ-AUTO,STOCK,Long Call,9600,291.95,ask,9735.0,6613,1155,-845,22.33,29,25,opstra,LOW_VOL,79.4,TIER_2,ATM,27-Jan-2026,21,125,36493.75,9891.95,-1.4% ITM,,,,,,,,,
2026-01-06 12:10:32,APOLLOHOSP,STOCK,Long Call,7250,154.0,ask,7280.0,6555,479,238,16.6,13,14,opstra,LOW_VOL,71.8,TIER_2,ATM,27-Jan-2026,21,125,19250.0,7404.0,-0.4% ITM,,,,,,,,,
2026-01-06 12:10:33,SBIN,STOCK,Long Call,1040,9.2,ask,1021.0,6453,1386,50,16.25,21,19,opstra,LOW_VOL,79.8,TIER_1,ATM,27-Jan-2026,21,750,6900.0,1049.2,+1.9% OTM,,,,,,,,,
2026-01-06 12:10:41,BHARTIARTL,STOCK,Long Straddle,2100,62.85,straddle,2090.7,6448,1686,0,15.2,11,15,opstra,,0,,ATM,27-Jan-2026,21,475,29853.75,2037/2163,±3.0% to breakeven,2100,34.6,BUY CE,2100,28.25,BUY PE,,29853.75,
2026-01-06 12:10:03,AXISBANK,STOCK,Long Call,1320,14.45,ask,1293.9,6381,2700,1010,18.46,30,18,opstra,LOW_VOL,84.4,TIER_1,OTM,27-Jan-2026,21,625,9031.25,1334.45,+2.0% OTM,,,,,,,,,
2026-01-06 12:09:46,ICICIBANK,STOCK,Long Call,1390,35.9,ask,1405.2,6353,1135,-424,17.89,55,25,opstra,LOW_VOL,72.0,TIER_1,ATM,27-Jan-2026,21,700,25130.0,1425.9,-1.1% ITM,,,,,,,,,
2026-01-06 12:10:21,TCS,STOCK,Bull Call Spread,3240/3260,10.45,spread,3235.1,6322,2785,0,20.27,43,27,opstra,,52.5,,ATM,27-Jan-2026,21,175,1828.75,3250.45,+0.8%,3240,60.4,BUY,3260,49.95,SELL,1671.25,1828.75,0.91
2026-01-06 12:10:43,MARUTI,STOCK,Bull Call Spread,17200/17300,52.65,spread,17200.0,6276,1578,0,17.78,23,32,opstra,,78.8,,ATM,27-Jan-2026,21,100,5265.0,17252.65,+0.6%,17200,322.15,BUY,17300,269.5,SELL,4735.0,5265.0,0.9
2026-01-06 12:10:11,BAJAJFINSV,STOCK,Long Call,2100,23.4,ask,2046.7,6206,2018,-198,19.54,17,20,opstra,LOW_VOL,61.9,TIER_1,OTM,27-Jan-2026,21,500,11700.0,2123.4,+2.6% OTM,,,,,,,,,
2026-01-06 12:10:11,BAJAJFINSV,STOCK,Bull Call Spread,2040/2060,10.7,spread,2046.7,6184,949,0,19.54,17,20,opstra,,61.9,,ATM,27-Jan-2026,21,500,5350.0,2050.7,+0.6%,2040,50.3,BUY,2060,39.6,SELL,4650.0,5350.0,0.87
2026-01-06 12:09:49,HINDALCO,STOCK,Long Call,1020,5.6,ask,955.15,6153,2092,1562,24.04,35,15,opstra,LOW_VOL,90.0,TIER_2,OTM,27-Jan-2026,21,1075,6020.0,1025.6,+6.8% OTM,,,,,,,,,
2026-01-06 12:10:03,AXISBANK,STOCK,Long Call,1310,18.15,ask,1293.9,6065,3266,-24,18.46,30,18,opstra,LOW_VOL,84.4,TIER_1,ATM,27-Jan-2026,21,625,11343.75,1328.15,+1.2% OTM,,,,,,,,,
2026-01-06 12:10:40,HDFCBANK,STOCK,Long Put,950,9.8,ask,964.45,6052,2966,534,18.34,69,29,opstra,LOW_VOL,37.1,TIER_1,ATM,27-Jan-2026,21,550,5390.0,940.2,-1.5% OTM,,,,,,,,,
2026-01-06 12:10:21,TCS,STOCK,Long Call,3300,34.55,ask,3235.1,6025,12133,741,20.27,43,27,opstra,LOW_VOL,52.5,TIER_1,OTM,27-Jan-2026,21,175,6046.25,3334.55,+2.0% OTM,,,,,,,,,
2026-01-06 12:10:33,SBIN,STOCK,Long Put,1010,10.5,ask,1021.0,6010,2073,1147,16.25,21,19,opstra,LOW_VOL,79.8,TIER_1,ATM,27-Jan-2026,21,750,7875.0,999.5,-1.1% OTM,,,,,,,,,
2026-01-06 12:10:33,SBIN,STOCK,Long Call,1030,12.95,ask,1021.0,6002,3734,234,16.25,21,19,opstra,LOW_VOL,79.8,TIER_1,ATM,27-Jan-2026,21,750,9712.5,1042.95,+0.9% OTM,,,,,,,,,
2026-01-06 12:09:46,ICICIBANK,STOCK,Long Call,1440,12.45,ask,1405.2,5994,988,242,17.89,55,25,opstra,LOW_VOL,72.0,TIER_1,OTM,27-Jan-2026,21,700,8715.0,1452.45,+2.5% OTM,,,,,,,,,
2026-01-06 12:09:49,HINDALCO,STOCK,Long Put,950,20.35,ask,955.15,5961,1156,951,24.04,35,15,opstra,LOW_VOL,90.0,TIER_2,ATM,27-Jan-2026,21,1075,21876.25,929.65,-0.5% OTM,,,,,,,,,
2026-01-06 12:10:40,HDFCBANK,STOCK,Long Call,965,20.15,ask,964.45,5900,1416,1220,18.34,69,29,opstra,LOW_VOL,37.1,TIER_1,ATM,27-Jan-2026,21,550,11082.5,985.15,+0.1% OTM,,,,,,,,,
2026-01-06 12:09:16,INDUSINDBK,STOCK,Long Call,900,33.45,ask,915.7,5812,3481,-464,27.99,33,12,opstra,LOW_VOL,83.0,TIER_2,ATM,27-Jan-2026,21,500,16725.0,933.45,-1.7% ITM,,,,,,,,,
2026-01-06 12:09:49,HINDALCO,STOCK,Long Call,990,11.85,ask,955.15,5806,387,247,24.04,35,15,opstra,LOW_VOL,90.0,TIER_2,OTM,27-Jan-2026,21,1075,12738.75,1001.85,+3.6% OTM,,,,,,,,,
2026-01-06 12:10:43,MARUTI,STOCK,Long Straddle,17200,566.65,straddle,17200.0,5684,1186,0,17.78,23,32,opstra,,0,,ATM,27-Jan-2026,21,100,56665.0,16633/17767,±3.3% to breakeven,17200,322.15,BUY CE,17200,244.5,BUY PE,,56665.0,
2026-01-06 12:09:46,ICICIBANK,STOCK,Long Put,1360,8.4,ask,1405.2,5674,3376,-814,17.89,55,25,opstra,LOW_VOL,72.0,TIER_1,OTM,27-Jan-2026,21,700,5880.0,1351.6,-3.2% OTM,,,,,,,,,
2026-01-06 12:10:32,APOLLOHOSP,STOCK,Long Call,7400,83.45,ask,7280.0,5654,792,311,16.6,13,14,opstra,LOW_VOL,71.8,TIER_2,ATM,27-Jan-2026,21,125,10431.25,7483.45,+1.6% OTM,,,,,,,,,
2026-01-06 12:09:46,ICICIBANK,STOCK,Long Put,1350,6.55,ask,1405.2,5610,3459,-453,17.89,55,25,opstra,LOW_VOL,72.0,TIER_1,OTM,27-Jan-2026,21,700,4585.0,1343.45,-3.9% OTM,,,,,,,,,
2026-01-06 12:10:16,MUTHOOTFIN,STOCK,Long Call,4000,80.5,ask,3945.2,5584,1171,-23,26.1,30,18,opstra,LOW_VOL,72.8,TIER_3,ATM,27-Jan-2026,21,375,30187.5,4080.5,+1.4% OTM,,,,,,,,,
2026-01-06 12:10:32,APOLLOHOSP,STOCK,Long Call,7500,52.4,ask,7280.0,5313,1129,27,16.6,13,14,opstra,LOW_VOL,71.8,TIER_2,OTM,27-Jan-2026,21,125,6550.0,7552.4,+3.0% OTM,,,,,,,,,
2026-01-06 12:09:46,ICICIBANK,STOCK,Long Call,1430,15.75,ask,1405.2,5303,1188,253,17.89,55,25,opstra,LOW_VOL,72.0,TIER_1,ATM,27-Jan-2026,21,700,11025.0,1445.75,+1.8% OTM,,,,,,,,,
2026-01-06 12:10:33,SBIN,STOCK,Long Put,1020,14.45,ask,1021.0,5273,2268,1865,16.25,21,19,opstra,LOW_VOL,79.8,TIER_1,ATM,27-Jan-2026,21,750,10837.5,1005.55,-0.1% OTM,,,,,,,,,
2026-01-06 12:09:49,HINDALCO,STOCK,Long Call,940,34.45,ask,955.15,5258,754,-495,24.04,35,15,opstra,LOW_VOL,90.0,TIER_2,ATM,27-Jan-2026,21,1075,37033.75,974.45,-1.6% ITM,,,,,,,,,
2026-01-06 12:10:40,HDFCBANK,STOCK,Long Put,970,17.7,ask,964.45,5255,3294,766,18.34,69,29,opstra,LOW_VOL,37.1,TIER_1,ATM,27-Jan-2026,21,550,9735.0,952.3,+0.6% ITM,,,,,,,,,
2026-01-06 12:09:46,ICICIBANK,STOCK,Long Put,1390,16.7,ask,1405.2,5199,1136,686,17.89,55,25,opstra,LOW_VOL,72.0,TIER_1,ATM,27-Jan-2026,21,700,11690.0,1373.3,-1.1% OTM,,,,,,,,,
2026-01-06 12:09:57,HINDUNILVR,STOCK,Bull Call Spread,2400/2420,8.8,spread,2390.9,5188,669,0,15.97,12,26,opstra,,81.6,,ATM,27-Jan-2026,21,300,2640.0,2408.8,+1.2%,2400,32.9,BUY,2420,24.1,SELL,3360.0,2640.0,1.27
2026-01-06 12:10:22,HDFCLIFE,STOCK,Bull Call Spread,770/780,5.1,spread,772.45,5184,1513,0,20.1,28,31,opstra,,63.4,,ATM,27-Jan-2026,21,1100,5610.0,775.1,+1.0%,770,18.05,BUY,780,12.95,SELL,5390.0,5610.0,0.96
2026-01-06 12:10:02,EICHERMOT,STOCK,Long Call,7500,186.95,ask,7550.5,5144,1080,-244,19.92,24,20,opstra,LOW_VOL,77.3,TIER_2,ATM,27-Jan-2026,21,175,32716.25,7686.95,-0.7% ITM,,,,,,,,,
2026-01-06 12:10:19,BEL,STOCK,Long Call,420,7.05,ask,412.95,5107,5247,-614,23.53,19,13,opstra,LOW_VOL,77.0,TIER_2,ATM,27-Jan-2026,21,3900,27495.0,427.05,+1.7% OTM,,,,,,,,,
2026-01-06 12:10:03,AXISBANK,STOCK,Long Call,1290,28.25,ask,1293.9,5052,1632,270,18.46,30,18,opstra,LOW_VOL,84.4,TIER_1,ATM,27-Jan-2026,21,625,17656.25,1318.25,-0.3% ITM,,,,,,,,,
2026-01-06 12:10:41,BHARTIARTL,STOCK,Long Strangle,2080/2120,45.05,strangle,2090.7,5037,544,0,15.2,11,15,opstra,,0,,OTM,27-Jan-2026,21,475,21398.75,2035/2165,±2.7% to breakeven,2120,25.25,BUY CE,2080,19.8,BUY PE,,21398.75,
2026-01-06 12:09:42,TRENT,STOCK,Long Put,4150,134.55,ask,4091.6,4991,901,811,28.55,17,13,opstra,LOW_VOL,52.4,TIER_3,ATM,27-Jan-2026,21,300,40365.0,4015.45,+1.4% ITM,,,,,,,,,
2026-01-06 12:09:40,BAJFINANCE,STOCK,Long Call,1000,15.7,ask,976.45,4989,6502,258,24.13,30,29,opstra,LOW_VOL,36.1,TIER_1,OTM,27-Jan-2026,21,125,1962.5,1015.7,+2.4% OTM,,,,,,,,,
2026-01-06 12:09:24,ADANIPORTS,STOCK,Bull Call Spread,1480/1500,9.5,spread,1478.3,4903,1486,0,20.68,14,14,opstra,,47.0,,ATM,27-Jan-2026,21,1250,11875.0,1489.5,+1.5%,1480,31,BUY,1500,21.5,SELL,13125.0,11875.0,1.11
2026-01-06 12:10:43,MARUTI,STOCK,Long Call,17500,185.7,ask,17200.0,4884,2558,-40,17.78,23,32,opstra,LOW_VOL,78.8,TIER_1,ATM,27-Jan-2026,21,100,18570.0,17685.7,+1.7% OTM,,,,,,,,,
2026-01-06 12:09:49,HINDALCO,STOCK,Long Put,960,25.15,ask,955.15,4873,976,904,24.04,35,15,opstra,LOW_VOL,90.0,TIER_2,ATM,27-Jan-2026,21,1075,27036.25,934.85,+0.5% ITM,,,,,,,,,
2026-01-06 12:09:46,ICICIBANK,STOCK,Long Call,1360,57.55,ask,1405.2,4863,5413,-1559,17.89,55,25,opstra,LOW_VOL,72.0,TIER_1,ITM,27-Jan-2026,21,700,40285.0,1417.55,-3.2% ITM,,,,,,,,,
2026-01-06 12:10:09,BAJAJ-AUTO,STOCK,Long Put,9500,107.95,ask,9735.0,4823,1618,806,22.33,29,25,opstra,LOW_VOL,79.4,TIER_2,OTM,27-Jan-2026,21,125,13493.75,9392.05,-2.4% OTM,,,,,,,,,
2026-01-06 12:09:46,ICICIBANK,STOCK,Long Call,1380,42.6,ask,1405.2,4788,3336,-1053,17.89,55,25,opstra,LOW_VOL,72.0,TIER_1,ATM,27-Jan-2026,21,700,29820.0,1422.6,-1.8% ITM,,,,,,,,,
2026-01-06 12:09:46,ICICIBANK,STOCK,Long Put,1410,25.25,ask,1405.2,4601,1524,1030,17.89,55,25,opstra,LOW_VOL,72.0,TIER_1,ATM,27-Jan-2026,21,700,17675.0,1384.75,+0.3% ITM,,,,,,,,,
2026-01-06 12:10:03,AXISBANK,STOCK,Long Put,1300,25.4,ask,1293.9,4568,2946,1389,18.46,30,18,opstra,LOW_VOL,84.4,TIER_1,ATM,27-Jan-2026,21,625,15875.0,1274.6,+0.5% ITM,,,,,,,,,
2026-01-06 12:09:49,HINDALCO,STOCK,Long Put,940,16.2,ask,955.15,4566,766,-5,24.04,35,15,opstra,LOW_VOL,90.0,TIER_2,ATM,27-Jan-2026,21,1075,17415.0,923.8,-1.6% OTM,,,,,,,,,
2026-01-06 12:10:33,SBIN,STOCK,Long Call,1000,30.95,ask,1021.0,4553,3733,-408,16.25,21,19,opstra,LOW_VOL,79.8,TIER_1,ITM,27-Jan-2026,21,750,23212.5,1030.95,-2.1% ITM,,,,,,,,,
2026-01-06 12:10:41,BHARTIARTL,STOCK,Bear Put Spread,2100/2080,8.65,spread,2090.7,4455,544,0,15.2,11,15,opstra,,45.4,,ATM,27-Jan-2026,21,475,4108.75,2091.35,-0.5%,2100,28.25,BUY,2080,19.6,SELL,5391.25,4108.75,1.31
2026-01-06 12:09:57,HINDUNILVR,STOCK,Long Straddle,2400,71.2,straddle,2390.9,4437,727,0,15.97,12,26,opstra,,0,,ATM,27-Jan-2026,21,300,21360.0,2329/2471,±3.0% to breakeven,2400,32.9,BUY CE,2400,38.3,BUY PE,,21360.0,
2026-01-06 12:10:09,BAJAJ-AUTO,STOCK,Long Put,9600,143.25,ask,9735.0,4387,1553,679,22.33,29,25,opstra,LOW_VOL,79.4,TIER_2,ATM,27-Jan-2026,21,125,17906.25,9456.75,-1.4% OTM,,,,,,,,,
2026-01-06 12:09:49,HINDALCO,STOCK,Long Put,900,6.15,ask,955.15,4359,2427,607,24.04,35,15,opstra,LOW_VOL,90.0,TIER_2,OTM,27-Jan-2026,21,1075,6611.25,893.85,-5.8% OTM,,,,,,,,,
2026-01-06 12:10:30,DIVISLAB,STOCK,Long Call,6400,251.9,ask,6573.0,4332,729,-67,20.36,8,11,opstra,LOW_VOL,68.0,TIER_2,ITM,27-Jan-2026,21,100,25190.0,6651.9,-2.6% ITM,,,,,,,,,
2026-01-06 12:10:08,COALINDIA,STOCK,Long Call,430,8.4,ask,425.7,4296,4374,108,23.79,64,43,opstra,LOW_VOL,87.9,TIER_3,ATM,27-Jan-2026,21,1900,15960.0,438.4,+1.0% OTM,,,,,,,,,
2026-01-06 12:10:33,SBIN,STOCK,Long Call,1015,20.95,ask,1021.0,4278,915,4,16.25,21,19,opstra,LOW_VOL,79.8,TIER_1,ATM,27-Jan-2026,21,750,15712.5,1035.95,-0.6% ITM,,,,,,,,,
2026-01-06 12:09:16,INDUSINDBK,STOCK,Long Call,910,27.85,ask,915.7,4248,743,-251,27.99,33,12,opstra,LOW_VOL,83.0,TIER_2,ATM,27-Jan-2026,21,500,13925.0,937.85,-0.6% ITM,,,,,,,,,
2026-01-06 12:10:11,BAJAJFINSV,STOCK,Long Call,2060,39.9,ask,2046.7,4176,1310,-351,19.54,17,20,opstra,LOW_VOL,61.9,TIER_1,ATM,27-Jan-2026,21,500,19950.0,2099.9,+0.6% OTM,,,,,,,,,
2026-01-06 12:10:33,SBIN,STOCK,Long Put,990,5.55,ask,1021.0,4165,3274,638,16.25,21,19,opstra,LOW_VOL,79.8,TIER_1,OTM,27-Jan-2026,21,750,4162.5,984.45,-3.0% OTM,,,,,,,,,
2026-01-06 12:09:49,HINDALCO,STOCK,Long Put,920,10.05,ask,955.15,4112,1422,252,24.04,35,15,opstra,LOW_VOL,90.0,TIER_2,OTM,27-Jan-2026,21,1075,10803.75,909.95,-3.7% OTM,,,,,,,,,
2026-01-06 12:10:09,BAJAJ-AUTO,STOCK,Long Call,9900,142.15,ask,9735.0,4045,741,129,22.33,29,25,opstra,LOW_VOL,79.4,TIER_2,ATM,27-Jan-2026,21,125,17768.75,10042.15,+1.7% OTM,,,,,,,,,
2026-01-06 12:10:04,HAL,STOCK,Long Call,4500,109.6,ask,4499.0,4028,3594,-35,23.95,7,13,opstra,LOW_VOL,76.2,TIER_2,ATM,27-Jan-2026,21,150,16440.0,4609.6,+0.0% OTM,,,,,,,,,
2026-01-06 12:09:16,INDUSINDBK,STOCK,Long Call,950,12.05,ask,915.7,4007,1705,513,27.99,33,12,opstra,LOW_VOL,83.0,TIER_2,OTM,27-Jan-2026,21,500,6025.0,962.05,+3.7% OTM,,,,,,,,,
2026-01-06 12:09:38,CHOLAFIN,STOCK,Long Call,1840,36.45,ask,1820.5,3989,526,312,23.5,11,12,opstra,LOW_VOL,70.8,TIER_2,ATM,27-Jan-2026,21,625,22781.25,1876.45,+1.1% OTM,,,,,,,,,
2026-01-06 12:09:46,ICICIBANK,STOCK,Long Put,1370,10.7,ask,1405.2,3957,2911,-197,17.89,55,25,opstra,LOW_VOL,72.0,TIER_1,OTM,27-Jan-2026,21,700,7490.0,1359.3,-2.5% OTM,,,,,,,,,
2026-01-06 12:09:38,CHOLAFIN,STOCK,Long Call,1820,45.8,ask,1820.5,3948,562,314,23.5,11,12,opstra,LOW_VOL,70.8,TIER_2,ATM,27-Jan-2026,21,625,28625.0,1865.8,-0.0% ITM,,,,,,,,,
2026-01-06 12:10:21,TCS,STOCK,Long Call,3400,13.0,ask,3235.1,3901,7142,-126,20.27,43,27,opstra,LOW_VOL,52.5,TIER_1,OTM,27-Jan-2026,21,175,2275.0,3413.0,+5.1% OTM,,,,,,,,,
2026-01-06 12:10:37,ASIANPAINT,STOCK,Long Call,2820,60.95,ask,2825.4,3886,1245,708,19.83,36,27,opstra,LOW_VOL,57.0,TIER_3,ATM,27-Jan-2026,21,300,18285.0,2880.95,-0.2% ITM,,,,,,,,,
2026-01-06 12:09:16,INDUSINDBK,STOCK,Long Put,900,17.15,ask,915.7,3865,2552,372,27.99,33,12,opstra,LOW_VOL,83.0,TIER_2,ATM,27-Jan-2026,21,500,8575.0,882.85,-1.7% OTM,,,,,,,,,
2026-01-06 12:10:40,HDFCBANK,STOCK,Long Call,975,15.1,ask,964.45,3855,1389,463,18.34,69,29,opstra,LOW_VOL,37.1,TIER_1,ATM,27-Jan-2026,21,550,8305.0,990.1,+1.1% OTM,,,,,,,,,
2026-01-06 12:10:09,BAJAJ-AUTO,STOCK,Long Call,10200,59.35,ask,9735.0,3854,1035,77,22.33,29,25,opstra,LOW_VOL,79.4,TIER_2,OTM,27-Jan-2026,21,125,7418.75,10259.35,+4.8% OTM,,,,,,,,,
2026-01-06 12:09:36,KOTAKBANK,STOCK,Long Call,2220,26.55,ask,2165.4,3841,1475,132,19.25,39,30,opstra,LOW_VOL,47.7,TIER_1,OTM,27-Jan-2026,21,400,10620.0,2246.55,+2.5% OTM,,,,,,,,,
2026-01-06 12:09:24,ADANIPORTS,STOCK,Long Call,1500,21.7,ask,1478.3,3840,3765,706,20.68,14,14,opstra,LOW_VOL,47.0,TIER_2,ATM,27-Jan-2026,21,1250,27125.0,1521.7,+1.5% OTM,,,,,,,,,
2026-01-06 12:09:54,TITAN,STOCK,Long Call,4100,90.95,ask,4101.7,3815,3221,16,21.07,42,38,opstra,LOW_VOL,84.2,TIER_1,ATM,27-Jan-2026,21,375,34106.25,4190.95,-0.0% ITM,,,,,,,,,
2026-01-06 12:09:57,HINDUNILVR,STOCK,Long Call,2400,32.9,ask,2390.9,3814,2806,220,15.97,12,26,opstra,LOW_VOL,81.6,TIER_1,ATM,27-Jan-2026,21,300,9870.0,2432.9,+0.4% OTM,,,,,,,,,
2026-01-06 12:09:15,INFY,STOCK,Bear Put Spread,1620/1600,9.6,spread,1612.3,3775,3263,0,24.87,59,30,opstra,,52.3,,ATM,27-Jan-2026,21,400,3840.0,1610.4,-0.8%,1620,39.85,BUY,1600,30.25,SELL,4160.0,3840.0,1.08
2026-01-06 12:10:04,HAL,STOCK,Long Call,4600,66.3,ask,4499.0,3673,2680,253,23.95,7,13,opstra,LOW_VOL,76.2,TIER_2,OTM,27-Jan-2026,21,150,9945.0,4666.3,+2.2% OTM,,,,,,,,,
2026-01-06 12:10:03,AXISBANK,STOCK,Long Put,1280,16.75,ask,1293.9,3660,2423,265,18.46,30,18,opstra,LOW_VOL,84.4,TIER_1,ATM,27-Jan-2026,21,625,10468.75,1263.25,-1.1% OTM,,,,,,,,,
2026-01-06 12:10:41,BHARTIARTL,STOCK,Long Call,2120,25.25,ask,2090.7,3653,2211,-46,15.2,11,15,opstra,LOW_VOL,45.4,TIER_1,ATM,27-Jan-2026,21,475,11993.75,2145.25,+1.4% OTM,,,,,,,,,
2026-01-06 12:10:19,BEL,STOCK,Long Call,415,9.25,ask,412.95,3625,2553,309,23.53,19,13,opstra,LOW_VOL,77.0,TIER_2,ATM,27-Jan-2026,21,3900,36075.0,424.25,+0.5% OTM,,,,,,,,,
2026-01-06 12:10:12,ADANIENT,STOCK,Bull Call Spread,2280/2300,9.7,spread,2270.7,3621,832,0,25.07,8,13,opstra,,59.7,,ATM,27-Jan-2026,21,250,2425.0,2289.7,+1.3%,2280,55.5,BUY,2300,45.8,SELL,2575.0,2425.0,1.06
2026-01-06 12:10:40,HDFCBANK,STOCK,Long Put,980,23.25,ask,964.45,3539,3015,101,18.34,69,29,opstra,LOW_VOL,37.1,TIER_1,ATM,27-Jan-2026,21,550,12787.5,956.75,+1.6% ITM,,,,,,,,,
2026-01-06 12:10:09,BAJAJ-AUTO,STOCK,Long Put,9700,184.9,ask,9735.0,3530,1047,763,22.33,29,25,opstra,LOW_VOL,79.4,TIER_2,ATM,27-Jan-2026,21,125,23112.5,9515.1,-0.4% OTM,,,,,,,,,
2026-01-06 12:10:02,EICHERMOT,STOCK,Long Call,7600,133.45,ask,7550.5,3504,1061,291,19.92,24,20,opstra,LOW_VOL,77.3,TIER_2,ATM,27-Jan-2026,21,175,23353.75,7733.45,+0.7% OTM,,,,,,,,,
2026-01-06 12:09:36,KOTAKBANK,STOCK,Bear Put Spread,2160/2140,8.6,spread,2165.4,3502,971,0,19.25,39,30,opstra,,47.7,,ATM,27-Jan-2026,21,400,3440.0,2151.4,-1.2%,2160,39.25,BUY,2140,30.65,SELL,4560.0,3440.0,1.33
2026-01-06 12:10:33,SBIN,STOCK,Long Call,1025,15.4,ask,1021.0,3467,839,261,16.25,21,19,opstra,LOW_VOL,79.8,TIER_1,ATM,27-Jan-2026,21,750,11550.0,1040.4,+0.4% OTM,,,,,,,,,
